text,headlines
What is the purse for the year earlier than 2013 and muhannak was the winner?,SELECT Purse FROM table WHERE Year < 2013 AND Winner = muhannak
Who was the trainer in 2013?,SELECT Trainer FROM table WHERE Year = 2013
Which throw number had a DOB of 19/10/81?,SELECT Throws FROM table WHERE D.O.B. = 19/10/81
Which first's surname is Cook?,SELECT First FROM table WHERE Surname = cook
Which position has L bats and Anderson as a surname?,SELECT Position FROM table WHERE Bats = l AND Surname = anderson
What is the team 2 with a team 1 us gorée?,SELECT Team 2 FROM table WHERE Team 1 = us gorée
What is the 2nd leg of team 1 Zamalek SC?,SELECT 2nd leg FROM table WHERE Team 1 = zamalek sc
What is the 1st leg of the team with a 2-1 agg.?,SELECT 1st leg FROM table WHERE Agg. = 2-1
What is the 2nd leg of team 2 Far rabat?,SELECT 2nd leg FROM table WHERE Team 2 = far rabat
"How many Watts has a Class of a, and a Frequency of 91.5 fm, and a City of license of elkhart, kansas?","SELECT MIN Watts FROM table WHERE Class = a AND Frequency = 91.5 fm AND City of license = elkhart, kansas"
"Which Class has a City of license of garden city, kansas?","SELECT Class FROM table WHERE City of license = garden city, kansas"
"What is the Frequency that is smaller than 100,000 Watts in guymon, oklahoma?","SELECT Frequency FROM table WHERE Watts < 100,000 AND City of license = guymon, oklahoma"
Which Frequency has a Call sign of kcse?,SELECT Frequency FROM table WHERE Call sign = kcse
What year has 59th as a finish position?,SELECT Year FROM table WHERE Finish position = 59th
What is the 3rd day that has bumped by clare as the 4th day?,SELECT 3rd day FROM table WHERE 4th Day = bumped by clare
Which 2nd day has a year prior to 2009?,SELECT 2nd day FROM table WHERE Year < 2009
What event did Pakistan get the bronze medal at the 1988 Seoul Games?,SELECT Event FROM table WHERE Medal = bronze AND Games = 1988 seoul
What sport in the 1960 Rome Games did Pakistan play in the Men's Freestyle Welterweight?,SELECT Sport FROM table WHERE Games = 1960 rome AND Event = men's freestyle welterweight
When did Pakistan win a Silver Medal in a Men's Competition?,SELECT Games FROM table WHERE Event = men's competition AND Medal = silver
When did Pakistan win a Gold Medal in Field Hockey?,SELECT Games FROM table WHERE Sport = field hockey AND Medal = gold
What team played in the 1964 Tokyo Games?,SELECT Name FROM table WHERE Games = 1964 tokyo
What sport did the National Team play in the 1968 mexico City Games?,SELECT Sport FROM table WHERE Name = national team AND Games = 1968 mexico city
What is the total number of rounds that Center position Denis Arkhipov have?,SELECT COUNT Round FROM table WHERE Position = center AND Player = denis arkhipov
Who is the player from Round 3 from Russia?,SELECT Player FROM table WHERE Round = 3 AND Nationality = russia
What is the sum of the round with the defenceman?,SELECT SUM Round FROM table WHERE Position = defenceman
What is the college club that plays before round 3?,SELECT College/Junior/Club Team FROM table WHERE Round < 3
What was the population of the area that was formerly under the authority of the Audenshaw Urban District?,SELECT Population FROM table WHERE Former local authority = audenshaw urban district
What is the overall pick number that Derrick Harvey was when he was picked in a round after round 1?,SELECT MIN Overall FROM table WHERE Name = derrick harvey AND Round > 1
What college was the defensive end pick that was picked in round 2?,SELECT College FROM table WHERE Position = defensive end AND Round = 2
What is the average round that the player from USF was picked in when his draft pick number was less than 24?,SELECT AVG Round FROM table WHERE College = usf AND Pick # < 24
What is the sum of the pick numbers where the player was picked in round 5 and overall pick number was greater than 159?,SELECT SUM Pick # FROM table WHERE Round = 5 AND Overall > 159
What is the average overall pick number for the USF player who was picked after round 5?,SELECT AVG Overall FROM table WHERE College = usf AND Round > 5
"Which Population is the lowest one that has a Median family income of $74,905, and a Number of households smaller than 145,790?","SELECT MIN Population FROM table WHERE Median family income = $74,905 AND Number of households < 145,790"
"What is the total number of Serious Bodily Injuries, that has Homicides less than 84?","SELECT COUNT Serious Bodily Injury (Art. 122 StGB) FROM table WHERE Homicide (Art. 111,112,113,116 StGB) < 84"
"What is the total number of Rapes that have Embezzlements a figure of 820 and total number of convictions less than 94,574?","SELECT COUNT Rape (Art. 190 StGB) FROM table WHERE Embezzlement (Art. 138 StGB) = 820 AND Total Convictions < 94,574"
"What is the lowest example of Embezzlements that have Total Convictions greater than 84,665, Fraud a figure of 1,521, and a Major Violation of Traffic Laws higher than 21,599?","SELECT MIN Embezzlement (Art. 138 StGB) FROM table WHERE Total Convictions > 84,665 AND Fraud (Art. 146 StGB) = 1,521 AND Major Violation of Traffic Laws (Art. 90 SVG) > 21,599"
"Which year earlier than 2006 has the average Total Convictions of Fraud at 1,521?","SELECT AVG Total Convictions FROM table WHERE Fraud (Art. 146 StGB) = 1,521 AND Year < 2006"
How many were in Attendance during a Tie no of 1?,SELECT Attendance FROM table WHERE Tie no = 1
What was the Attendance during the Tamworth Away game?,SELECT COUNT Attendance FROM table WHERE Away team = tamworth
Which 1st prize ($) has a Winner of scott simpson (7)?,SELECT SUM 1st prize ( $ ) FROM table WHERE Winner = scott simpson (7)
How many 1st prizes have a Date of aug 17?,SELECT COUNT 1st prize ( $ ) FROM table WHERE Date = aug 17
"Which Tournament has a Location of texas, and a Winner of tom watson (39)?",SELECT Tournament FROM table WHERE Location = texas AND Winner = tom watson (39)
What was the resolution for KO opposing Cliff Beckett?,SELECT Res. FROM table WHERE Type = ko AND Opponent = cliff beckett
What is the type when Robert Villemain had a record at 109–1–2?,SELECT Type FROM table WHERE Opponent = robert villemain AND Record = 109–1–2
On what date was the rd. time at 10 with Sammy Angott as an opponent with a record of 33–0?,"SELECT Date FROM table WHERE Rd., Time = 10 AND Opponent = sammy angott AND Record = 33–0"
What is the platform & frequency [MHz] of the whr-g54s model?,SELECT Platform & Frequency [MHz] FROM table WHERE Model = whr-g54s
What is the voltage iinput [V/A] of the whr-g54s model?,SELECT Voltage Input [V/A] FROM table WHERE Model = whr-g54s
What is the Ethernet port count of the whr-hp-g300n model?,SELECT Ethernet port count FROM table WHERE Model = whr-hp-g300n
"Where is the company headquarted that has a Market value ( USD million) larger than 146,139, a Rank above 3, and a Primary industry of oil and gas?","SELECT Headquarters FROM table WHERE Market value ( USD million) > 146,139 AND Rank < 3 AND Primary industry = oil and gas"
"Which Year has an Album of airwaves, and a US Hot 100 of –?",SELECT MAX Year FROM table WHERE Album = airwaves AND US Hot 100 = –
"Which Song has a Year smaller than 1979, and a US Hot 100 of 8?",SELECT Song FROM table WHERE Year < 1979 AND US Hot 100 = 8
What is the series record for the game on April 24?,SELECT Series FROM table WHERE Date = april 24
What was the game number that took place on April 27?,SELECT Game FROM table WHERE Date = april 27
"Which Opponent has a Attendance of 6,275?","SELECT Opponent FROM table WHERE Attendance = 6,275"
"Which Opponent has a Attendance of 7,034?","SELECT Opponent FROM table WHERE Attendance = 7,034"
When has a Result of 0–2 and a Opponent of aberdeen?,SELECT Date FROM table WHERE Result = 0–2 AND Opponent = aberdeen
"Which Venue has a Result of 2–2 and Attendances of 5,760?","SELECT Venue FROM table WHERE Result = 2–2 AND Attendance = 5,760"
"Which Venue has Attendances of 11,045?","SELECT Venue FROM table WHERE Attendance = 11,045"
"When Venue of A has Attendance of 4,365?","SELECT Date FROM table WHERE Venue = a AND Attendance = 4,365"
What is the 1st leg that has a 2nd leg of 0–0 of olympique khouribga?,SELECT 1st leg FROM table WHERE 2nd leg = 0–0 AND Team 1 = olympique khouribga
What is the 1st leg of cs sfaxien?,SELECT 1st leg FROM table WHERE Team 2 = cs sfaxien
Name the finish for lee janzen,SELECT Finish FROM table WHERE Player = lee janzen
Name the most total with to par more than 16,SELECT MAX Total FROM table WHERE To par > 16
What was the Steeler's record when they played against the new york Jets?,SELECT Record FROM table WHERE Opponent = new york jets
"What is the Result from the Date that is December 8, 1963?","SELECT Result FROM table WHERE Date = december 8, 1963"
What is the date when the attendance is 960?,SELECT Date FROM table WHERE Attendance = 960
What is the date of the away venue with an opponent of wightlink raiders with an attendance larger than 375?,SELECT SUM Date FROM table WHERE Venue = away AND Opponent = wightlink raiders AND Attendance > 375
What is the average attendance when the opponent is telford tigers?,SELECT AVG Attendance FROM table WHERE Opponent = telford tigers
What is the result when the attendance is 960?,SELECT Result FROM table WHERE Attendance = 960
"Name the tournament for 2006 of a, 1996 of 1r and 2004 of 1r",SELECT Tournament FROM table WHERE 2006 = a AND 1996 = 1r AND 2004 = 1r
Name the 2003 for atp masters series 1998,SELECT 2003 FROM table WHERE 1998 = atp masters series
Name the 1997 for atp masters series 1992,SELECT 1997 FROM table WHERE 1992 = atp masters series
what city is brule in,SELECT City FROM table WHERE County = brule
Who was performer 3 with karen maruyama as performer 2?,SELECT Performer 3 FROM table WHERE Performer 2 = karen maruyama
"What day was wayne brady performer 2, ryan stiles performer 4, and an episode number greater than 5?",SELECT Date FROM table WHERE Performer 4 = ryan stiles AND Episode > 5 AND Performer 2 = wayne brady
Which course has a flat stage on 4 September?,SELECT Course FROM table WHERE Type = flat stage AND Date = 4 september
What is the date for the La Granja de San Ildefonso to Alto de Navacerrada course?,SELECT Date FROM table WHERE Course = la granja de san ildefonso to alto de navacerrada
Who won the Granada course?,SELECT Winner FROM table WHERE Course = granada
What is the distance for the 5 September race?,SELECT Distance FROM table WHERE Date = 5 september
What is the race date for the course Jaén to Córdoba?,SELECT Date FROM table WHERE Course = jaén to córdoba
"What was the average election year that has less than 136 deputies, and 1,560,753 votes received?","SELECT AVG Election date FROM table WHERE Number of deputies < 136 AND Number of votes received = 1,560,753"
"What percentage of the vote was 1,255,153 of received votes?","SELECT Percentage of votes FROM table WHERE Number of votes received = 1,255,153"
What were the number of deputies for the 1964 election year?,SELECT Number of deputies FROM table WHERE Election date = 1964
What is the number of deputies with 94.2% of the votes?,SELECT SUM Number of deputies FROM table WHERE Percentage of votes = 94.2%
"What was deputies with the lowest number of unknown received votes, in an election year after 1986?",SELECT MIN Number of deputies FROM table WHERE Number of votes received = unknown AND Election date > 1986
Which Result has a Date of 7 june 2000?,SELECT Result FROM table WHERE Date = 7 june 2000
Which Venue has a Date of 21 june 2000?,SELECT Venue FROM table WHERE Date = 21 june 2000
"Which Competition has a Venue of jan breydel, bruges, belgium?","SELECT Competition FROM table WHERE Venue = jan breydel, bruges, belgium"
Which Date has a Result of 3–4?,SELECT Date FROM table WHERE Result = 3–4
"Game site of shea stadium, and a Week smaller than 10, and a Opponent of baltimore colts happened on what date?",SELECT Date FROM table WHERE Game site = shea stadium AND Week < 10 AND Opponent = baltimore colts
Game site of candlestick park had what opponent?,SELECT Opponent FROM table WHERE Game site = candlestick park
"Game site of miami orange bowl, and a Attendance larger than 49,754 happened on what highest week?","SELECT MAX Week FROM table WHERE Game site = miami orange bowl AND Attendance > 49,754"
Opponent of denver broncos happened on what date?,SELECT Date FROM table WHERE Opponent = denver broncos
Name the score when february is more than 24 and has a record of 9-8-2,SELECT Score FROM table WHERE February > 24 AND Record = 9-8-2
Name the most game with opponent of hartford whalers,SELECT MAX Game FROM table WHERE Opponent = hartford whalers
What is the distance for the course Civitavecchia to San Vincenzo?,SELECT Distance FROM table WHERE Course = civitavecchia to san vincenzo
Who won at course Forlì to Carpi?,SELECT Winner FROM table WHERE Course = forlì to carpi
What was the distance on 24 May?,SELECT Distance FROM table WHERE Date = 24 may
what is the runner-up for the intercontinental cup,SELECT Intercontinental Cup 1998 FROM table WHERE Copa Mercosur 1998 = runner-up
Which average attendance has stoneman (0-2) as the loss?,SELECT AVG Attendance FROM table WHERE Loss = stoneman (0-2)
What is the average attendance that has april 12 as the date?,SELECT AVG Attendance FROM table WHERE Date = april 12
"Clock rate (MHz) smaller than 400, and a Bandwidth (MB/s) of 1420 has what channels?",SELECT Channels FROM table WHERE Clock rate (MHz) < 400 AND Bandwidth (MB/s) = 1420
"Bandwidth (MB/s) smaller than 4800, and a Bus width (bits) smaller than 16 has what highest Clock rate (MHz)?",SELECT MAX Clock rate (MHz) FROM table WHERE Bandwidth (MB/s) < 4800 AND Bus width (bits) < 16
Designation of pc800 has which highest Bus width (bits)?,SELECT MAX Bus width (bits) FROM table WHERE Designation = pc800
Which Year has a Start of 14?,SELECT AVG Year FROM table WHERE Start = 14
"Which Year has a Finish of 22, and a Team of swan?",SELECT AVG Year FROM table WHERE Finish = 22 AND Team = swan
"Which Finish has a Start of 15, and a Team of bahari?",SELECT Finish FROM table WHERE Start = 15 AND Team = bahari
Which Team has a Year of 2000?,SELECT Team FROM table WHERE Year = 2000
"What is the info for the year 2010, for the Australian Open tournament?",SELECT 2010 FROM table WHERE Tournament = australian open
"Which Windows system has Windows Mobile of unknown, and a Mac OS X of yes, and another Unix of yes, and an AmigaOS of partial?",SELECT Windows FROM table WHERE Windows Mobile = unknown AND Mac OS X = yes AND Other Unix = yes AND AmigaOS = partial
Which Android has anOther Unix of unknown?,SELECT Android FROM table WHERE Other Unix = unknown
Which Mac OS X has an AmigaOS of partial?,SELECT Mac OS X FROM table WHERE AmigaOS = partial
"Which Mac OS X has a Linux of no, and an AmigaOS of no, and an Android of unknown?",SELECT Mac OS X FROM table WHERE Linux = no AND AmigaOS = no AND Android = unknown
"Which AmigaOS has a Windows Mobile of no, and an Android of no?",SELECT AmigaOS FROM table WHERE Windows Mobile = no AND Android = no
What was the score for the game against the Golden State Warriors?,SELECT Score FROM table WHERE Opponent = golden state warriors
What was the score of game 43?,SELECT Score FROM table WHERE Game = 43
Who was the opposing team for the February 1 game?,SELECT Team FROM table WHERE Date = february 1
What's the total of Year that's got a Team of Porsche Kremer Racing?,SELECT SUM Year FROM table WHERE Team = porsche kremer racing
Which Class has a Chassis of Mazda 787B?,SELECT Class FROM table WHERE Chassis = mazda 787b
"What Year has a Tyre of D, and Chassis of Mazda 787?",SELECT Year FROM table WHERE Tyre = d AND Chassis = mazda 787
What is the total number of Laps that's got a Year less than 1987?,SELECT SUM Laps FROM table WHERE Year < 1987
In what week was the Result L 35-10?,SELECT MIN Week FROM table WHERE Result = l 35-10
What is listed for Played that has Points against of 263?,SELECT Played FROM table WHERE Points against = 263
What is listed under Played that has a Club of Morriston RFC?,SELECT Played FROM table WHERE Club = morriston rfc
"What is listed for the Tries against that has a Played of 22, along with a Club of Ystalyfera RFC?",SELECT Tries against FROM table WHERE Played = 22 AND Club = ystalyfera rfc
What is listed for Points for that has a Club of Club?,SELECT Points for FROM table WHERE Club = club
Which Losing Bonus has a Try Bonus of 8?,SELECT Losing bonus FROM table WHERE Try bonus = 8
What is listed for the Drawn that has a Tray bonus of 5 wiht Points for of 517?,SELECT Drawn FROM table WHERE Try bonus = 5 AND Points for = 517
Name the average top-10 for cuts made of 10 and top-25 more than 6,SELECT AVG Top-10 FROM table WHERE Cuts made = 10 AND Top-25 > 6
Name the most top-5 for wins less than 0 and events less than 16,SELECT MAX Top-5 FROM table WHERE Events < 16 AND Wins < 0
Name the least top-10 for cuts made less than 11 and wins more than 0,SELECT MIN Top-10 FROM table WHERE Cuts made < 11 AND Wins > 0
Name the least cuts for top-5 more than 2 with top 25 less than 6 and top 10 less than 11,SELECT MIN Cuts made FROM table WHERE Top-10 < 11 AND Top-5 > 2 AND Top-25 < 6
Has Episode 1b-16 (42) been preserved?,SELECT Preservation FROM table WHERE Episode = 1b-16 (42)
"How many international passengers have less than 88,592 aircraft movements with 319,093 transit passengers with less than 4 rank?","SELECT COUNT International Passengers FROM table WHERE Aircraft Movements < 88,592 AND Transit Passengers = 319,093 AND Rank < 4"
"What is the sum of all domestic passengers with 10.9% change and less than 4,022 tonnes in freight?","SELECT SUM Domestic Passengers FROM table WHERE % Change 2005/2006 = 10.9% AND Freight (Metric Tonnes) < 4,022"
Which in 2004 has a 2003 of 1r and Wimbledon Tournament,SELECT 2004 FROM table WHERE 2003 = 1r AND Tournament = wimbledon
What is in 2007 has 2004 olympic games?,SELECT 2007 FROM table WHERE 2004 = olympic games
"What is in 2002 has a 2001 score 1–0, and a 2000 of 3–0?",SELECT 2002 FROM table WHERE 2001 = 1–0 AND 2000 = 3–0
What is in 2003 that has a Career Win-Loss of 6–7,SELECT 2003 FROM table WHERE Career Win-Loss = 6–7
"What is the score of the game that had a decision of Parent, home team of Philadelphia, and visitor of Pittsburgh?",SELECT Score FROM table WHERE Decision = parent AND Home = philadelphia AND Visitor = pittsburgh
Which Top-5 is the lowest one that has Wins smaller than 0?,SELECT MIN Top-5 FROM table WHERE Wins < 0
"Which Cuts made is the highest one that has a Top-5 of 1, and a Top-25 larger than 16?",SELECT MAX Cuts made FROM table WHERE Top-5 = 1 AND Top-25 > 16
"Which Events is the highest one that has a Top-5 larger than 5, and a Top-10 larger than 28?",SELECT MAX Events FROM table WHERE Top-5 > 5 AND Top-10 > 28
When was the earliest that New England Patriots played?,SELECT MIN Week FROM table WHERE Opponent = new england patriots
"What is the average week with St. Louis Cardinals with less than 80,010 attendance?","SELECT AVG Week FROM table WHERE Opponent = st. louis cardinals AND Attendance < 80,010"
"Which Runs is the highest one that has a Match larger than 63, and a Venue of national stadium, karachi, and a Year smaller than 1996?","SELECT MAX Runs FROM table WHERE Match > 63 AND Venue = national stadium, karachi AND Year < 1996"
Which Year has a Match of 63?,SELECT Year FROM table WHERE Match = 63
"Which Match has Runs of 100, and a Year larger than 1994?",SELECT SUM Match FROM table WHERE Runs = 100 AND Year > 1994
"How many matches have a City/Country of karachi, pakistan, and a Year larger than 1996?","SELECT COUNT Match FROM table WHERE City/Country = karachi, pakistan AND Year > 1996"
What is the highest number of Silvers for rank 7 teams with 1 gold and under 1 bronze?,SELECT MAX Silver FROM table WHERE Bronze < 1 AND Gold = 1 AND Rank = 7
What is the fewest number of silvers for teams with more than 21 gold and more than 4 bronze?,SELECT MIN Silver FROM table WHERE Bronze > 4 AND Gold > 21
What is the average number of silvers for teams ranked 5 with 0 bronze?,SELECT AVG Silver FROM table WHERE Rank = 5 AND Bronze < 0
Where was the game with a result of won 5-0?,SELECT Venue FROM table WHERE Result = won 5-0
What was the date of the game with a result of won 4-2?,SELECT Date FROM table WHERE Result = won 4-2
What was the date of the game against Hayes & Yeading United?,SELECT Date FROM table WHERE Opponent = hayes & yeading united
Where was the game with a result of won 5-0?,SELECT Venue FROM table WHERE Result = won 5-0
"If the RR Rate is less than 0.75 with a result of RR:08,09, what is the average appeared?","SELECT AVG Appeared FROM table WHERE RR W Rate < 0.75 AND Result = rr:08,09"
What's the total appeared that has an RR Rate less than 0.17?,SELECT SUM Appeared FROM table WHERE RR W Rate < 0.17
"For Angelique Kerber who had an RR Rate of less than 0.33, what's the appeared?",SELECT SUM Appeared FROM table WHERE RR W Rate < 0.33 AND Player = angelique kerber
What is the lowest population of the county with an area (km²) of 565.39 and a population density less than 23.54?,SELECT MIN Population FROM table WHERE Area (km²) = 565.39 AND Population Density (per km 2 ) < 23.54
"What is the area (km²) of Nairnshire county, which has a population less than 11,050?","SELECT SUM Area (km²) FROM table WHERE County = nairnshire AND Population < 11,050"
What was the Attendance of August 26?,SELECT Attendance FROM table WHERE Date = august 26
What is the end of the term associted with the Prime Minister Abbott?,SELECT Term end FROM table WHERE Prime Minister = abbott
What is the highest number of severe tropical cyclones when there are 10 tropical cyclones and 14 tropical lows?,SELECT MAX Severe Tropical Cyclones FROM table WHERE Tropical Cyclones = 10 AND Tropical Lows = 14
What is the highest yards when there are 0 INTs?,SELECT MAX Yards FROM table WHERE INT'S < 0
"How many INTs were there with an average less than 8, 0 long, and the player is Mike Douglass?",SELECT COUNT INT'S FROM table WHERE Average < 8 AND Long = 0 AND Player = mike douglass
What is Randy Scott's lowest yards when there are 0 INTs and more than 3 sacks?,SELECT MIN Yards FROM table WHERE INT'S = 0 AND Player = randy scott AND Sacks > 3
How many INTs are there with an average of 0 and more than 7 Sacks?,SELECT SUM INT'S FROM table WHERE Average = 0 AND Sacks > 7
Which track in Austria has Bobsleigh-skeleton curves with a grade of 14%?,SELECT Track FROM table WHERE Bobsleigh-skeleton curves = 14 AND Country = austria
What is the shortest length of a track in Norway that has a maximum grade of 15% and a vertical drop less than 122.22 m?,SELECT MIN Length (m) FROM table WHERE Maximum Grade (%) = 15 AND Vertical Drop (m) < 122.22 AND Country = norway
"What is the highest vertical drop among the 1,200 meter long tracks?","SELECT MAX Vertical Drop (m) FROM table WHERE Length (m) = 1,200"
"How many Attendance has a Opponent of west bromwich albion, and a Result of 3 – 3, and a Match larger than 20?",SELECT SUM Attendance FROM table WHERE Opponent = west bromwich albion AND Result = 3 – 3 AND Match > 20
"WHich Match has a Venue of h on 22 september 1888 with Attendances smaller than 4,000?","SELECT MAX Match FROM table WHERE Venue = h AND Date = 22 september 1888 AND Attendance < 4,000"
What is the venue of the match on 5 April 2000?,SELECT Venue FROM table WHERE Date = 5 april 2000
What is the round number of the match with Michael Buell as the opponent?,SELECT Round FROM table WHERE Opponent = michael buell
"What is the time of the match with a win result, more than 2 rounds, and Makoto Ishikawa as the opponent?",SELECT Time FROM table WHERE Res. = win AND Round > 2 AND Opponent = makoto ishikawa
what team scored 65-87,SELECT Date FROM table WHERE Record = 65-87
what was the score on september 14,SELECT Score FROM table WHERE Date = september 14
What form factor has capacities at 60/120/180/240?,SELECT Form factor FROM table WHERE Capacities (GB) = 60/120/180/240
Which value for Form factor has Sandforce with Capacity 80/120/180/240/360/480 introduced in July 2013?,SELECT Form factor FROM table WHERE Controller = sandforce AND Capacities (GB) = 80/120/180/240/360/480 AND Introduced = july 2013
Which controller has an interface of pcie 2.0 × 8?,SELECT Controller FROM table WHERE Interface = pcie 2.0 × 8
Which controller is NAND type 25nm mlc-het with sequential read/write MB/s of 270/210?,SELECT Controller FROM table WHERE NAND type = 25nm mlc-het AND Seq. read/write MB/s = 270/210
Which interface uses Sandforce with a code name of Sierra Star?,SELECT Interface FROM table WHERE Controller = sandforce AND Codename = sierra star
What is the Highest finish with a Most recent finish that was 2nd?,SELECT Highest finish FROM table WHERE Most recent finish = 2nd
What is the result of the game at the Shea Stadium at 12:30pm (ET)?,SELECT Result FROM table WHERE Time ( ET ) = 12:30pm AND Location = shea stadium
Which Played is the lowest one that has a Blackpool smaller than 0?,SELECT MIN Played FROM table WHERE Blackpool < 0
Which Blackpool is the highest one that has a Draw larger than 18?,SELECT MAX Blackpool FROM table WHERE Draw > 18
How much Preston North End has a Blackpool smaller than 0?,SELECT COUNT Preston North End FROM table WHERE Blackpool < 0
"Which Blackpool has a Preston North End smaller than 46, and a Competition of other, and a Draw larger than 1?",SELECT SUM Blackpool FROM table WHERE Preston North End < 46 AND Competition = other AND Draw > 1
What is the finish for the chip ganassi racing team that was later than 2010 and a Start of 17?,SELECT Finish FROM table WHERE Team = chip ganassi racing AND Year > 2010 AND Start = 17
What is shown for Chassis for the year of 2007?,SELECT Chassis FROM table WHERE Year = 2007
What is the name of the team with a finish of 19?,SELECT Team FROM table WHERE Finish = 19
What is the Finish when the start shows 3 in the year of 2010?,SELECT Finish FROM table WHERE Start = 3 AND Year = 2010
What is the Engine with 3 as the start in the year of 2007?,SELECT Engine FROM table WHERE Start = 3 AND Year = 2007
"What was the Score on October 24, 1982 in Tokyo, Japan?","SELECT Score FROM table WHERE Tournament = tokyo, japan AND Date = october 24, 1982"
"What Tournament on October 24, 1982 had Alycia Moulton as the Partner?","SELECT Tournament FROM table WHERE Date = october 24, 1982 AND Partner = alycia moulton"
"Who were the Opponents when Laura DuPont had Pam Shriver as Partner with a Score of 6-3, 6-3?","SELECT Opponents FROM table WHERE Partner = pam shriver AND Score = 6-3, 6-3"
"On what Surface was the match with a Score of 3-6, 1-6 played?","SELECT Surface FROM table WHERE Score = 3-6, 1-6"
"In what Tournament was Barbara Jordan a Partner with a Score of 6-2, 3-6, 3-6?","SELECT Tournament FROM table WHERE Partner = barbara jordan AND Score = 6-2, 3-6, 3-6"
Name the points with tries for of 40,SELECT Points for FROM table WHERE Tries for = 40
Name the played with losing bonus of 3 and points against of 426,SELECT Played FROM table WHERE Losing bonus = 3 AND Points against = 426
Name the club with points of 56,SELECT Club FROM table WHERE Points = 56
Name the points against for porthcawl rfc,SELECT Points against FROM table WHERE Club = porthcawl rfc
Name the club for drawn of 0 and lost of 0,SELECT Club FROM table WHERE Drawn = 0 AND Lost = 0
Name the points with lost of 19,SELECT Points FROM table WHERE Lost = 19
"result is lost re-election republican gain, what is the district?",SELECT District FROM table WHERE Result = lost re-election republican gain
Which Winning constructor has a Winning driver of felice nazzaro?,SELECT Winning constructor FROM table WHERE Winning driver = felice nazzaro
Who is Winning driver on 18 may?,SELECT Winning driver FROM table WHERE Date = 18 may
WHo is Winning driver that is in st. petersburg - moscow?,SELECT Winning driver FROM table WHERE Name = st. petersburg - moscow
Which Date has a Winning constructor of fiat and a Winning driver of louis wagner?,SELECT Date FROM table WHERE Winning constructor = fiat AND Winning driver = louis wagner
Which Report is on 1 june?,SELECT Report FROM table WHERE Date = 1 june
When is vanderbilt cup in?,SELECT Date FROM table WHERE Name = vanderbilt cup
Which event is in round 1 with a record at 5-1?,SELECT Event FROM table WHERE Round = 1 AND Record = 5-1
When the country is Cambodia and the total is smaller than 1 what's the lowest silver?,SELECT MIN Silver FROM table WHERE Country = cambodia AND Total < 1
What is the highest gold for Cambodia when the total is less than 1?,SELECT MAX Gold FROM table WHERE Country = cambodia AND Total < 1
What is the total silver when bronze is smaller than 0?,SELECT COUNT Silver FROM table WHERE Bronze < 0
"What is the total when the gold of 0, and a bronze larger than 1?",SELECT MAX Total FROM table WHERE Gold = 0 AND Bronze > 1
What is the total when bronze has a silver larger than 2?,SELECT COUNT Bronze FROM table WHERE Silver > 2
What is the sum of silver medals for teams with more than 14 total medals and more than 16 golds?,SELECT SUM Silver FROM table WHERE Total > 14 AND Gold > 16
What is the rank of the team having 3 bronzes and 0 silver?,SELECT Rank FROM table WHERE Bronze = 3 AND Silver = 0
How many tries against did the club with 383 points against have?,SELECT Tries against FROM table WHERE Points against = 383
How many tries against did the club with 48 tries for have?,SELECT Tries against FROM table WHERE Tries for = 48
How many points did the club with 13 losses and 461 points against have?,SELECT Points FROM table WHERE Lost = 13 AND Points against = 461
How many tries against did Pentyrch RFC have?,SELECT Tries against FROM table WHERE Club = pentyrch rfc
What is the lowest drawn that has games less than 7?,SELECT MIN Drawn FROM table WHERE Games < 7
Hoe many of lost have points greater than 14?,SELECT COUNT Lost FROM table WHERE Points > 14
"How many of lost have 11 as the points, and a drawn greater than 1?",SELECT COUNT Lost FROM table WHERE Points = 11 AND Drawn > 1
What is the lowest game that has a drawn less than 0?,SELECT MIN Games FROM table WHERE Drawn < 0
"Which Total is the lowest one that has a Bronze of 0, and a Silver larger than 0, and a Rank of 5?",SELECT MIN Total FROM table WHERE Bronze = 0 AND Silver > 0 AND Rank = 5
"Which Bronze has a Total smaller than 2, and a Silver larger than 0, and a Gold smaller than 0?",SELECT SUM Bronze FROM table WHERE Total < 2 AND Silver > 0 AND Gold < 0
"Which Rank is the lowest one that has a Nation of switzerland, and a Bronze smaller than 0?",SELECT MIN Rank FROM table WHERE Nation = switzerland AND Bronze < 0
"Which Total is the highest one that has a Bronze of 0, and a Nation of poland, and a Gold smaller than 0?",SELECT MAX Total FROM table WHERE Bronze = 0 AND Nation = poland AND Gold < 0
"What is the save of the game that 23,394 people attended?","SELECT Save FROM table WHERE Attendance = 23,394"
"What is the date of the game with more than 16,015 in attendance with a Colorado Visitor?","SELECT Date FROM table WHERE Attendance > 16,015 AND Visitor = colorado"
"Whihc Date is the lowest one that has a Competition of league, and a Venue of away, and an Opponent of swindon wildcats, and an Attendance larger than 1,201?","SELECT MIN Date FROM table WHERE Competition = league AND Venue = away AND Opponent = swindon wildcats AND Attendance > 1,201"
"How many Dates have an Opponent of romford raiders, and a Result of won 7-3, and an Attendance larger than 1,769?","SELECT COUNT Date FROM table WHERE Opponent = romford raiders AND Result = won 7-3 AND Attendance > 1,769"
"Which Date has an Opponent of milton keynes lightning, and an Attendance smaller than 1,771?","SELECT AVG Date FROM table WHERE Opponent = milton keynes lightning AND Attendance < 1,771"
